date,sessionSource,sessionMedium,sessionCampaignName,sessionDefaultChannelGroup,deviceCategory,city,landingPagePlusQueryString,newVsReturning,sessions,totalUsers,newUsers,bounceRate,averageSessionDuration,screenPageViewsPerSession,engagedSessions,engagementRate,userEngagementDuration,conversions,purchaseRevenue,transactions
20241001,google,organic,(organic),Organic Search,desktop,Samsun,/erkek-sweatshirt,new,171,129,109,0.4779,65.4,4.01,81,0.4737,5297.4,2,829.69,1
20241001,google,organic,(organic),Organic Search,desktop,Samsun,/kampanya/kis-indirimi,returning,133,105,10,0.472,82.4,3.73,59,0.4436,4861.6,3,2239.32,2
20241001,google,organic,(organic),Organic Search,tablet,Adana,/erkek-sweatshirt,new,50,35,29,0.3122,280.4,4.53,30,0.6,8412.0,1,0.0,0
20241001,google,organic,(organic),Organic Search,tablet,Adana,/kadin-sneaker,returning,31,27,2,0.3649,292.0,5.47,17,0.5484,4964.0,1,0.0,0
20241001,google,organic,(organic),Organic Search,tablet,Istanbul,/erkek-krampon,new,50,46,39,0.5093,253.0,1.98,19,0.38,4807.0,1,0.0,0
20241001,google,organic,(organic),Organic Search,tablet,Istanbul,/erkek-mont,returning,37,30,3,0.373,259.1,4.02,21,0.5676,5441.1,0,0.0,0
20241001,google,cpc,SP_Google_Search_Krampon,Paid Search,mobile,Gaziantep,/kadin-spor-ayakkabi,new,169,155,131,0.6413,229.8,1.89,49,0.2899,11260.2,3,3530.45,2
20241001,google,cpc,SP_Google_Search_SporAyakkabi,Paid Search,mobile,Gaziantep,/kadin-ayakkabi,returning,108,86,8,0.3523,84.4,3.18,55,0.5093,4642.0,2,828.41,1
20241001,google,cpc,SP_Google_Shopping_Giyim,Paid Search,mobile,Istanbul,/kampanya/bahar-koleksiyonu,new,120,89,75,0.6078,153.6,1.96,39,0.325,5990.4,5,5019.79,4
20241001,google,cpc,SP_Google_Search_SporAyakkabi,Paid Search,mobile,Istanbul,/odeme,returning,85,79,7,0.4654,173.9,4.81,32,0.3765,5564.8,2,2097.7,1
20241001,google,cpc,SP_Google_Shopping_Ayakkabi,Paid Search,desktop,Tekirdag,/sepet,new,86,77,65,0.3964,230.5,5.37,39,0.4535,8989.5,2,2472.33,1
20241001,google,cpc,SP_Google_Search_SporAyakkabi,Paid Search,desktop,Tekirdag,/erkek-sweatshirt,returning,59,52,5,0.3057,69.2,4.61,30,0.5085,2076.0,2,1780.23,1
20241001,google,cpc,SP_Google_Shopping_Giyim,Paid Search,desktop,Istanbul,/kadin,new,101,87,73,0.485,193.4,4.2,48,0.4752,9283.2,5,3573.19,4
20241001,google,cpc,SP_Google_PMax_Genel,Paid Search,desktop,Istanbul,/erkek-mont,returning,66,50,5,0.6301,121.0,2.01,21,0.3182,2541.0,2,1365.38,1
20241001,google,cpc,SP_Google_Display_Remarketing,Paid Search,desktop,Ankara,/urun/nike-air-force-1-erkek-sneaker,new,65,59,50,0.6132,295.2,2.41,23,0.3538,6789.6,2,2105.81,1
20241001,google,cpc,SP_Google_Search_Brand,Paid Search,desktop,Ankara,/kampanya/black-friday,returning,66,53,5,0.4084,95.6,3.18,34,0.5152,3250.4,2,2014.4,1
20241001,google,cpc,SP_Google_Search_Brand,Paid Search,tablet,Kocaeli,/cocuk,new,21,19,16,0.5055,289.7,4.49,8,0.381,2317.6,0,0.0,0
20241001,google,cpc,SP_Google_Shopping_Giyim,Paid Search,tablet,Kocaeli,/erkek-mont,returning,15,14,1,0.4415,310.6,4.13,7,0.4667,2174.2,0,0.0,0
20241001,google,cpc,SP_Google_Search_Krampon,Paid Search,tablet,Istanbul,/urun/nike-air-force-1-erkek-sneaker,new,19,17,14,0.3722,317.1,3.55,9,0.4737,2853.9,0,0.0,0
20241001,google,cpc,SP_Google_Shopping_Giyim,Paid Search,tablet,Istanbul,/kampanya/kis-indirimi,returning,15,10,1,0.6142,223.0,2.88,4,0.2667,892.0,0,0.0,0
20241001,(direct),(none),(direct),Direct,mobile,Izmir,/urun/nike-air-force-1-erkek-sneaker,new,195,159,135,0.5314,140.9,2.6,85,0.4359,11976.5,6,9255.36,5
20241001,(direct),(none),(direct),Direct,mobile,Izmir,/kampanya/black-friday,returning,135,105,10,0.4779,78.7,2.31,65,0.4815,5115.5,2,2328.65,1
20241001,(direct),(none),(direct),Direct,mobile,Mugla,/kadin-tisort,new,174,141,119,0.5872,96.8,3.93,61,0.3506,5904.8,3,3455.98,2
20241001,(direct),(none),(direct),Direct,mobile,Mugla,/kampanya/bahar-koleksiyonu,returning,126,101,10,0.4465,82.5,2.78,51,0.4048,4207.5,3,3898.82,2
20241001,(direct),(none),(direct),Direct,mobile,Bursa,/erkek-esofman-takimi,new,172,124,105,0.34,288.2,3.03,97,0.564,27955.4,5,7157.23,3
20241001,(direct),(none),(direct),Direct,mobile,Bursa,/kadin-ayakkabi,returning,175,125,12,0.3575,172.7,1.87,86,0.4914,14852.2,3,4292.41,2
20241001,(direct),(none),(direct),Direct,mobile,Istanbul,/erkek-giyim,new,150,126,107,0.6097,311.5,3.39,46,0.3067,14329.0,5,4512.14,4
20241001,(direct),(none),(direct),Direct,mobile,Istanbul,/erkek-sweatshirt,returning,139,120,12,0.6109,74.0,2.05,44,0.3165,3256.0,4,5328.23,3
20241001,(direct),(none),(direct),Direct,mobile,Ankara,/erkek-mont,new,198,157,133,0.3038,173.9,3.95,113,0.5707,19650.7,7,9350.53,5
20241001,(direct),(none),(direct),Direct,mobile,Ankara,/odeme,returning,157,122,12,0.5562,266.0,4.68,53,0.3376,14098.0,6,4041.79,5
20241001,(direct),(none),(direct),Direct,desktop,Denizli,/erkek-hali-saha-ayakkabisi,new,94,87,73,0.4977,209.8,4.28,37,0.3936,7762.6,1,0.0,0
20241001,(direct),(none),(direct),Direct,desktop,Denizli,/erkek-sweatshirt,returning,79,57,5,0.3588,99.4,3.97,44,0.557,4373.6,1,0.0,0
20241001,(direct),(none),(direct),Direct,desktop,Istanbul,/erkek-spor-ayakkabi,new,73,67,56,0.3007,209.7,4.04,46,0.6301,9646.2,2,1316.39,1
20241001,(direct),(none),(direct),Direct,desktop,Istanbul,/urun/puma-suede-classic-sneaker,returning,101,92,9,0.3556,180.7,5.15,52,0.5149,9396.4,4,3110.13,3
20241001,(direct),(none),(direct),Direct,tablet,Hatay,/urun/puma-suede-classic-sneaker,new,28,23,19,0.6014,136.7,3.73,8,0.2857,1093.6,0,0.0,0
20241001,(direct),(none),(direct),Direct,tablet,Hatay,/kadin,returning,16,13,1,0.3765,265.4,5.47,8,0.5,2123.2,0,0.0,0
20241001,(direct),(none),(direct),Direct,tablet,Konya,/kadin,new,30,28,23,0.4248,68.8,2.55,15,0.5,1032.0,0,0.0,0
20241001,(direct),(none),(direct),Direct,tablet,Konya,/odeme,returning,23,16,1,0.5565,165.5,2.09,7,0.3043,1158.5,0,0.0,0
20241001,facebook,cpc,SP_Meta_DPA_Genel,Paid Social,mobile,Antalya,/urun/puma-suede-classic-sneaker,new,104,79,67,0.4977,76.4,2.04,41,0.3942,3132.4,1,0.0,0
20241001,facebook,cpc,SP_Meta_DPA_Genel,Paid Social,mobile,Antalya,/kampanya/bahar-koleksiyonu,returning,64,50,5,0.4392,166.2,2.48,28,0.4375,4653.6,1,0.0,0
20241001,facebook,cpc,SP_Meta_BrandAwareness_Q4_2024,Paid Social,mobile,Hatay,/erkek-sweatshirt,new,120,87,73,0.473,182.4,3.29,50,0.4167,9120.0,1,0.0,0
20241001,facebook,cpc,SP_Meta_DPA_Genel,Paid Social,mobile,Hatay,/kampanya/bahar-koleksiyonu,returning,62,51,5,0.5771,173.3,2.52,24,0.3871,4159.2,1,0.0,0
20241001,facebook,cpc,SP_Meta_BrandAwareness_Q4_2024,Paid Social,mobile,Kayseri,/kadin-ayakkabi,new,98,78,66,0.4674,101.1,1.86,49,0.5,4953.9,2,2442.7,1
20241001,facebook,cpc,SP_Meta_DPA_Genel,Paid Social,mobile,Kayseri,/urun/nike-air-force-1-erkek-sneaker,returning,83,59,5,0.4938,279.5,2.64,38,0.4578,10621.0,0,0.0,0
20241001,facebook,cpc,SP_Meta_DPA_Genel,Paid Social,desktop,Balikesir,/erkek-esofman-takimi,new,47,39,33,0.3739,71.2,4.0,26,0.5532,1851.2,0,0.0,0
20241001,facebook,cpc,SP_Meta_BrandAwareness_Q4_2024,Paid Social,desktop,Balikesir,/kadin-sneaker,returning,49,37,3,0.453,281.3,5.1,24,0.4898,6751.2,0,0.0,0
20241001,facebook,cpc,SP_Meta_DPA_Genel,Paid Social,desktop,Erzurum,/erkek-krampon,new,51,42,35,0.6482,162.0,2.16,15,0.2941,2430.0,0,0.0,0
20241001,facebook,cpc,SP_Meta_DPA_Genel,Paid Social,desktop,Erzurum,/odeme,returning,52,43,4,0.61,197.4,3.42,14,0.2692,2763.6,1,0.0,0
20241001,facebook,cpc,SP_Meta_BrandAwareness_Q4_2024,Paid Social,desktop,Istanbul,/kadin-giyim,new,59,54,45,0.6118,164.6,2.72,17,0.2881,2798.2,1,0.0,0
20241001,facebook,cpc,SP_Meta_DPA_Genel,Paid Social,desktop,Istanbul,/kadin,returning,31,23,2,0.5219,259.6,3.33,12,0.3871,3115.2,0,0.0,0
20241001,facebook,cpc,SP_Meta_BrandAwareness_Q4_2024,Paid Social,tablet,Balikesir,/kadin,new,12,10,8,0.4508,216.1,2.52,4,0.3333,864.4,0,0.0,0
20241001,facebook,cpc,SP_Meta_BrandAwareness_Q4_2024,Paid Social,tablet,Balikesir,/erkek-mont,returning,7,6,0,0.6454,310.6,4.69,2,0.2857,621.2,0,0.0,0
20241001,facebook,cpc,SP_Meta_DPA_Genel,Paid Social,tablet,Istanbul,/erkek-ayakkabi,new,15,13,11,0.5328,195.3,4.41,5,0.3333,976.5,0,0.0,0
20241001,facebook,cpc,SP_Meta_BrandAwareness_Q4_2024,Paid Social,tablet,Istanbul,/urun/puma-suede-classic-sneaker,returning,7,6,0,0.626,261.6,3.72,2,0.2857,523.2,0,0.0,0
20241001,facebook,cpc,SP_Meta_BrandAwareness_Q4_2024,Paid Social,tablet,Kayseri,/erkek-sweatshirt,new,12,10,8,0.3019,93.0,3.77,5,0.4167,465.0,0,0.0,0
20241001,facebook,cpc,SP_Meta_BrandAwareness_Q4_2024,Paid Social,tablet,Kayseri,/cocuk,returning,11,9,0,0.334,74.7,4.99,5,0.4545,373.5,0,0.0,0
20241001,instagram,cpc,SP_Meta_BrandAwareness_Q4_2024,Paid Social,mobile,Eskisehir,/urun/nike-dri-fit-erkek-tisort,new,79,68,57,0.4586,262.7,4.3,37,0.4684,9719.9,0,0.0,0
20241001,instagram,cpc,SP_Meta_BrandAwareness_Q4_2024,Paid Social,mobile,Eskisehir,/erkek-krampon,returning,51,45,4,0.5911,120.1,5.32,16,0.3137,1921.6,0,0.0,0
20241001,instagram,cpc,SP_Meta_DPA_Genel,Paid Social,mobile,Izmir,/erkek-sweatshirt,new,71,56,47,0.5468,282.6,2.08,28,0.3944,7912.8,1,0.0,0
20241001,instagram,cpc,SP_Meta_DPA_Genel,Paid Social,mobile,Izmir,/urun/nike-dri-fit-erkek-tisort,returning,70,63,6,0.4302,74.8,4.9,31,0.4429,2318.8,1,0.0,0
20241001,instagram,cpc,SP_Meta_BrandAwareness_Q4_2024,Paid Social,mobile,Hatay,/kadin,new,49,41,34,0.5088,126.2,4.71,22,0.449,2776.4,0,0.0,0
20241001,instagram,cpc,SP_Meta_BrandAwareness_Q4_2024,Paid Social,mobile,Hatay,/erkek-spor-ayakkabi,returning,71,62,6,0.3956,258.9,1.72,32,0.4507,8284.8,1,0.0,0
20241001,instagram,cpc,SP_Meta_BrandAwareness_Q4_2024,Paid Social,mobile,Samsun,/kadin-ayakkabi,new,76,58,49,0.4932,287.6,2.47,31,0.4079,8915.6,0,0.0,0
20241001,instagram,cpc,SP_Meta_DPA_Genel,Paid Social,mobile,Samsun,/erkek-hali-saha-ayakkabisi,returning,50,40,4,0.5605,161.8,3.87,16,0.32,2588.8,0,0.0,0
20241001,instagram,cpc,SP_Meta_DPA_Genel,Paid Social,mobile,Ankara,/erkek-krampon,new,78,61,51,0.5566,194.4,4.71,25,0.3205,4860.0,1,0.0,0
20241001,instagram,cpc,SP_Meta_BrandAwareness_Q4_2024,Paid Social,mobile,Ankara,/urun/nike-air-force-1-erkek-sneaker,returning,45,40,4,0.5687,318.7,4.44,14,0.3111,4461.8,1,0.0,0
20241001,instagram,cpc,SP_Meta_DPA_Genel,Paid Social,desktop,Trabzon,/kadin-spor-ayakkabi,new,42,35,29,0.4996,60.9,3.17,14,0.3333,852.6,0,0.0,0
20241001,instagram,cpc,SP_Meta_DPA_Genel,Paid Social,desktop,Trabzon,/urun/adidas-ultraboost-erkek-kosu,returning,35,31,3,0.6079,71.7,4.67,11,0.3143,788.7,0,0.0,0
20241001,instagram,cpc,SP_Meta_DPA_Genel,Paid Social,desktop,Ankara,/erkek-ayakkabi,new,27,19,16,0.4267,279.2,2.97,12,0.4444,3350.4,0,0.0,0
20241001,instagram,cpc,SP_Meta_DPA_Genel,Paid Social,desktop,Ankara,/,returning,28,20,2,0.4751,226.0,4.88,10,0.3571,2260.0,0,0.0,0
20241001,instagram,cpc,SP_Meta_BrandAwareness_Q4_2024,Paid Social,desktop,Manisa,/erkek-sneaker,new,46,36,30,0.4757,134.2,5.38,22,0.4783,2952.4,1,0.0,0
20241001,instagram,cpc,SP_Meta_DPA_Genel,Paid Social,desktop,Manisa,/erkek-sweatshirt,returning,26,20,2,0.3034,136.0,5.08,15,0.5769,2040.0,0,0.0,0
20241001,instagram,cpc,SP_Meta_DPA_Genel,Paid Social,desktop,Kayseri,/urun/nike-dri-fit-erkek-tisort,new,34,28,23,0.3012,300.6,2.15,22,0.6471,6613.2,0,0.0,0
20241001,instagram,cpc,SP_Meta_DPA_Genel,Paid Social,desktop,Kayseri,/kadin-ayakkabi,returning,34,30,3,0.4706,311.7,3.35,12,0.3529,3740.4,0,0.0,0
20241001,instagram,cpc,SP_Meta_DPA_Genel,Paid Social,tablet,Istanbul,/urun/nike-dri-fit-erkek-tisort,new,8,7,5,0.3305,265.5,2.39,4,0.5,1062.0,0,0.0,0
20241001,instagram,cpc,SP_Meta_BrandAwareness_Q4_2024,Paid Social,tablet,Istanbul,/urun/puma-suede-classic-sneaker,returning,6,4,0,0.5196,123.4,5.31,2,0.3333,246.8,0,0.0,0
20241001,facebook,social,(not set),Organic Social,mobile,Antalya,/kampanya/kis-indirimi,new,45,32,27,0.4347,170.0,3.42,22,0.4889,3740.0,0,0.0,0
20241001,facebook,social,(not set),Organic Social,mobile,Antalya,/kadin-sneaker,returning,34,30,3,0.4374,152.0,4.04,16,0.4706,2432.0,0,0.0,0
20241001,facebook,social,(not set),Organic Social,mobile,Istanbul,/kampanya/kis-indirimi,new,47,37,31,0.6297,297.3,5.09,13,0.2766,3864.9,0,0.0,0
20241001,facebook,social,(not set),Organic Social,mobile,Istanbul,/erkek-kosu-ayakkabisi,returning,36,26,2,0.3115,173.1,3.47,17,0.4722,2942.7,0,0.0,0
20241001,facebook,social,(not set),Organic Social,desktop,Antalya,/kadin,new,27,21,17,0.3442,297.6,3.75,15,0.5556,4464.0,0,0.0,0
20241001,facebook,social,(not set),Organic Social,desktop,Antalya,/odeme,returning,14,11,1,0.6277,126.5,5.48,4,0.2857,506.0,0,0.0,0
20241001,facebook,social,(not set),Organic Social,desktop,Trabzon,/erkek-sneaker,new,18,12,10,0.4007,183.5,5.39,8,0.4444,1468.0,0,0.0,0
20241001,facebook,social,(not set),Organic Social,desktop,Trabzon,/urun/nike-dri-fit-erkek-tisort,returning,20,18,1,0.3315,234.2,5.37,11,0.55,2576.2,0,0.0,0
20241001,facebook,social,(not set),Organic Social,desktop,Gaziantep,/erkek-sweatshirt,new,24,18,15,0.4506,299.1,1.92,11,0.4583,3290.1,0,0.0,0
20241001,facebook,social,(not set),Organic Social,desktop,Gaziantep,/kadin-sneaker,returning,12,10,1,0.6232,72.7,3.72,4,0.3333,290.8,0,0.0,0
20241001,facebook,social,(not set),Organic Social,desktop,Diyarbakir,/kadin-ayakkabi,new,14,12,10,0.403,207.8,4.49,7,0.5,1454.6,0,0.0,0
20241001,facebook,social,(not set),Organic Social,desktop,Diyarbakir,/sepet,returning,13,12,1,0.6103,310.2,5.41,4,0.3077,1240.8,0,0.0,0
20241001,facebook,social,(not set),Organic Social,tablet,Izmir,/kadin-giyim,new,6,5,4,0.5035,169.5,4.48,2,0.3333,339.0,0,0.0,0
20241001,facebook,social,(not set),Organic Social,tablet,Izmir,/odeme,returning,4,2,0,0.4976,155.4,4.94,1,0.25,155.4,0,0.0,0
20241001,facebook,social,(not set),Organic Social,tablet,Istanbul,/kampanya/bahar-koleksiyonu,new,3,2,1,0.6002,268.3,3.71,1,0.3333,268.3,0,0.0,0
20241001,facebook,social,(not set),Organic Social,tablet,Istanbul,/erkek-giyim,returning,4,3,0,0.6269,200.0,4.9,1,0.25,200.0,0,0.0,0
20241001,instagram,social,(not set),Organic Social,mobile,Van,/erkek-sneaker,new,27,19,16,0.5053,207.7,1.79,10,0.3704,2077.0,0,0.0,0
20241001,instagram,social,(not set),Organic Social,mobile,Van,/erkek-sneaker,returning,19,13,1,0.6073,260.9,4.08,5,0.2632,1304.5,0,0.0,0
20241001,instagram,social,(not set),Organic Social,mobile,Kocaeli,/urun/nike-air-force-1-erkek-sneaker,new,22,18,15,0.3226,315.0,2.86,10,0.4545,3150.0,0,0.0,0
20241001,instagram,social,(not set),Organic Social,mobile,Kocaeli,/erkek-giyim,returning,23,17,1,0.4369,275.5,2.88,11,0.4783,3030.5,0,0.0,0
20241001,instagram,social,(not set),Organic Social,mobile,Istanbul,/erkek-mont,new,26,19,16,0.3045,223.6,5.39,14,0.5385,3130.4,0,0.0,0
20241001,instagram,social,(not set),Organic Social,mobile,Istanbul,/kadin,returning,27,19,1,0.586,86.8,1.77,10,0.3704,868.0,0,0.0,0
20241001,instagram,social,(not set),Organic Social,mobile,Ankara,/erkek-sneaker,new,20,14,11,0.6425,110.3,2.81,5,0.25,551.5,0,0.0,0
20241001,instagram,social,(not set),Organic Social,mobile,Ankara,/erkek-krampon,returning,18,17,1,0.4316,136.2,4.39,8,0.4444,1089.6,0,0.0,0
20241001,instagram,social,(not set),Organic Social,desktop,Bursa,/urun/nike-dri-fit-erkek-tisort,new,18,16,13,0.5238,185.5,4.39,7,0.3889,1298.5,0,0.0,0
20241001,instagram,social,(not set),Organic Social,desktop,Bursa,/kadin,returning,12,10,1,0.4985,217.8,4.36,4,0.3333,871.2,0,0.0,0
20241001,instagram,social,(not set),Organic Social,desktop,Aydin,/sepet,new,11,10,8,0.4171,60.7,3.9,4,0.3636,242.8,0,0.0,0
20241001,instagram,social,(not set),Organic Social,desktop,Aydin,/kadin,returning,12,8,0,0.6099,167.2,4.73,3,0.25,501.6,0,0.0,0
20241001,instagram,social,(not set),Organic Social,desktop,Samsun,/kampanya/black-friday,new,19,14,11,0.5399,297.6,2.01,7,0.3684,2083.2,0,0.0,0
20241001,instagram,social,(not set),Organic Social,desktop,Samsun,/erkek-hali-saha-ayakkabisi,returning,14,12,1,0.5491,308.2,2.49,5,0.3571,1541.0,0,0.0,0
20241001,instagram,social,(not set),Organic Social,tablet,Izmir,/sepet,new,4,3,2,0.5284,158.6,4.12,1,0.25,158.6,0,0.0,0
20241001,instagram,social,(not set),Organic Social,tablet,Izmir,/kadin-ayakkabi,returning,4,3,0,0.3224,167.8,4.88,2,0.5,335.6,0,0.0,0
20241001,instagram,social,(not set),Organic Social,tablet,Istanbul,/kadin,new,3,2,1,0.4306,156.9,1.94,1,0.3333,156.9,0,0.0,0
20241001,instagram,social,(not set),Organic Social,tablet,Istanbul,/erkek-mont,returning,3,2,0,0.6343,240.2,1.54,0,0.0,0.0,0,0.0,0
20241001,newsletter,email,newsletter_weekly,Email,mobile,Samsun,/kampanya/kis-indirimi,new,45,37,31,0.5275,181.5,4.84,18,0.4,3267.0,2,2453.15,1
20241001,newsletter,email,newsletter_weekly,Email,mobile,Samsun,/kampanya/black-friday,returning,35,32,3,0.3114,257.5,2.0,22,0.6286,5665.0,1,0.0,0
20241001,newsletter,email,newsletter_weekly,Email,mobile,Balikesir,/kadin-giyim,new,47,40,34,0.3943,107.1,2.31,24,0.5106,2570.4,1,0.0,0
20241001,newsletter,email,newsletter_weekly,Email,mobile,Balikesir,/erkek-kosu-ayakkabisi,returning,36,28,2,0.4538,313.3,2.17,16,0.4444,5012.8,1,0.0,0
20241001,newsletter,email,newsletter_weekly,Email,desktop,Izmir,/kampanya/bahar-koleksiyonu,new,21,15,12,0.6419,218.8,3.58,6,0.2857,1312.8,0,0.0,0
20241001,newsletter,email,newsletter_weekly,Email,desktop,Izmir,/erkek-esofman-takimi,returning,21,19,1,0.4355,296.2,2.43,10,0.4762,2962.0,0,0.0,0
20241001,newsletter,email,newsletter_weekly,Email,desktop,Hatay,/erkek-spor-ayakkabi,new,17,15,12,0.4863,81.7,2.2,7,0.4118,571.9,0,0.0,0
20241001,newsletter,email,newsletter_weekly,Email,desktop,Hatay,/kadin-sneaker,returning,18,14,1,0.5006,223.6,2.32,8,0.4444,1788.8,0,0.0,0
20241001,newsletter,email,newsletter_weekly,Email,desktop,Istanbul,/kadin,new,24,19,16,0.6093,90.0,4.13,7,0.2917,630.0,1,0.0,0
20241001,newsletter,email,newsletter_weekly,Email,desktop,Istanbul,/,returning,13,10,1,0.6238,169.3,3.69,4,0.3077,677.2,0,0.0,0
20241001,newsletter,email,newsletter_weekly,Email,tablet,Istanbul,/kampanya/black-friday,new,5,4,3,0.4569,260.3,2.08,1,0.2,260.3,0,0.0,0
20241001,newsletter,email,newsletter_weekly,Email,tablet,Istanbul,/urun/nike-air-force-1-erkek-sneaker,returning,4,2,0,0.5516,209.3,2.06,1,0.25,209.3,0,0.0,0
20241001,newsletter,email,newsletter_weekly,Email,tablet,Ankara,/kadin-ayakkabi,new,4,3,2,0.3178,207.5,3.61,2,0.5,415.0,0,0.0,0
20241001,newsletter,email,newsletter_weekly,Email,tablet,Ankara,/kadin-ayakkabi,returning,4,3,0,0.3788,239.1,4.07,1,0.25,239.1,0,0.0,0
20241001,bing,organic,(organic),Organic Search,mobile,Izmir,/erkek-krampon,new,16,11,9,0.4431,238.6,4.19,6,0.375,1431.6,0,0.0,0
20241001,bing,organic,(organic),Organic Search,mobile,Izmir,/kadin-giyim,returning,20,15,1,0.5606,155.5,3.6,7,0.35,1088.5,0,0.0,0
20241001,bing,organic,(organic),Organic Search,mobile,Bursa,/kadin-tisort,new,16,13,11,0.3017,220.9,5.14,9,0.5625,1988.1,0,0.0,0
20241001,bing,organic,(organic),Organic Search,mobile,Bursa,/erkek-hali-saha-ayakkabisi,returning,12,8,0,0.5896,243.1,3.24,3,0.25,729.3,0,0.0,0
20241001,bing,organic,(organic),Organic Search,mobile,Konya,/erkek-krampon,new,14,12,10,0.4103,156.5,4.65,6,0.4286,939.0,0,0.0,0
20241001,bing,organic,(organic),Organic Search,mobile,Konya,/erkek-ayakkabi,returning,20,14,1,0.5298,270.2,5.05,6,0.3,1621.2,0,0.0,0
20241001,bing,organic,(organic),Organic Search,desktop,Konya,/urun/nike-air-force-1-erkek-sneaker,new,12,9,7,0.3464,306.5,5.19,5,0.4167,1532.5,0,0.0,0
20241001,bing,organic,(organic),Organic Search,desktop,Konya,/kadin-giyim,returning,10,8,0,0.5168,157.3,2.05,4,0.4,629.2,0,0.0,0
20241001,bing,organic,(organic),Organic Search,desktop,Istanbul,/kadin-giyim,new,12,8,6,0.4058,142.3,2.12,6,0.5,853.8,0,0.0,0
20241001,bing,organic,(organic),Organic Search,desktop,Istanbul,/,returning,7,5,0,0.6366,144.9,2.31,2,0.2857,289.8,0,0.0,0
20241001,bing,organic,(organic),Organic Search,tablet,Antalya,/erkek-sneaker,new,2,1,0,0.4559,284.3,4.53,0,0.0,0.0,0,0.0,0
20241001,bing,organic,(organic),Organic Search,tablet,Antalya,/erkek-sweatshirt,returning,2,1,0,0.6249,317.9,4.42,0,0.0,0.0,0,0.0,0
20241001,bing,organic,(organic),Organic Search,tablet,Adana,/erkek-sweatshirt,new,2,1,0,0.5858,288.1,3.98,0,0.0,0.0,0,0.0,0
20241001,bing,organic,(organic),Organic Search,tablet,Adana,/,returning,2,1,0,0.488,203.2,4.39,0,0.0,0.0,0,0.0,0
20241001,bing,organic,(organic),Organic Search,tablet,Istanbul,/odeme,new,2,1,0,0.5783,104.0,4.04,0,0.0,0.0,0,0.0,0
20241001,bing,organic,(organic),Organic Search,tablet,Istanbul,/urun/puma-suede-classic-sneaker,returning,2,1,0,0.426,146.2,2.74,0,0.0,0.0,0,0.0,0
